school Name,sex,age,address,famsize,parent's cohabitation status,mother's education,father's education,mother's job,father's job,reason to choose this school,guardian,traveltime,studytime,failures,extra educational support,family educational support,extra paid classes,extra-curricular activities,attended nursery,wants to take higher education,internet,romantic,family relationship,freetime,going out with friends,daily alcohol consumption,weekend alcohol consumption,health,absences,Assignments grade,Midterm grade,Final Grade,Total Grades,Daily alcohol label,going out with friends label,famrel label
GP,F,17,rural,Greater than 3,living together,middle education,higher education,at_home,other,course,father,less than 15 min,5 to 10 hours,0,no,yes,no,no,yes,yes,yes,yes,4,4,3,1,1,Excellent,7,12,14,14,40,Very Low,Moderate,Good
GP,F,18,urban,Less than 3,living together,middle education,middle education,other,other,near to home,other,less than 15 min,2 to 5 hours,0,no,no,no,yes,no,yes,yes,yes,4,3,3,1,1,Bad,0,8,8,0,16,Very Low,Moderate,Good
GP,F,18,rural,Greater than 3,living together,middle education,middle education,at_home,other,course,mother,15 to 30 min to 1 hour0 min,>10 hours,0,no,no,no,yes,yes,yes,no,no,4,4,4,1,1,Good,0,10,9,0,19,Very Low,High,Good
GP,F,17,urban,Greater than 3,living together,secondary education,higher education,services,other,course,mother,less than 15 min,5 to 10 hours,0,no,no,no,no,yes,yes,yes,no,4,4,5,1,3,Excellent,16,16,15,15,46,Very Low,Very High,Good
GP,M,18,urban,Less than 3,living together,secondary education,higher education,services,other,near to home,mother,less than 15 min,2 to 5 hours,0,no,no,no,yes,yes,yes,yes,yes,4,3,3,1,3,Excellent,11,16,15,15,46,Very Low,Moderate,Good
GP,F,18,urban,Greater than 3,living together,middle education,secondary education,at_home,other,course,mother,less than 15 min,5 to 10 hours,0,no,yes,no,no,yes,yes,yes,no,4,3,3,1,2,Average,4,11,10,10,31,Very Low,Moderate,Good
GP,F,17,urban,Greater than 3,living together,higher education,secondary education,health,other,reputation,mother,less than 15 min,5 to 10 hours,0,no,yes,yes,yes,yes,yes,yes,yes,4,4,3,1,3,Good,0,13,15,15,43,Very Low,Moderate,Good
MS,M,17,rural,Greater than 3,living together,higher education,secondary education,services,other,near to home,mother,15 to 30 min to 1 hour0 min,2 to 5 hours,0,no,yes,yes,yes,no,yes,yes,yes,4,5,5,1,3,Bad,4,13,11,11,35,Very Low,Very High,Good
MS,F,17,urban,Less than 3,apart,secondary education,middle education,services,other,reputation,mother,15 to 30 min to 1 hour0 min,2 to 5 hours,0,no,no,no,no,yes,yes,no,yes,1,2,3,1,2,Excellent,2,12,12,11,35,Very Low,Moderate,Very Bad
MS,F,18,rural,Less than 3,apart,primary education,higher education,at_home,other,course,mother,30 min to 1 hour,2 to 5 hours,0,no,no,no,no,yes,yes,no,yes,4,3,4,1,4,Excellent,0,13,13,13,39,Very Low,High,Good
MS,F,17,rural,Greater than 3,living together,primary education,middle education,other,other,course,mother,less than 15 min,<2 to 5 hours hours,0,no,no,no,yes,yes,yes,yes,no,3,5,5,1,3,Very bad,14,6,5,5,16,Very Low,Very High,Average
MS,F,18,rural,Less than 3,living together,higher education,higher education,other,other,reputation,mother,15 to 30 min to 1 hour0 min,5 to 10 hours,0,no,no,no,no,yes,yes,yes,no,5,4,4,1,1,Very bad,0,19,18,19,56,Very Low,High,Excellent
MS,F,18,rural,Greater than 3,living together,primary education,primary education,other,other,near to home,mother,greather than 1 hour,5 to 10 hours,0,no,no,no,no,yes,yes,yes,no,4,3,2,1,2,Good,2,8,8,10,26,Very Low,Low,Good
MS,F,18,urban,Greater than 3,living together,secondary education,secondary education,other,other,near to home,mother,less than 15 min,2 to 5 hours,0,no,no,yes,no,yes,yes,yes,yes,4,1,3,1,2,Very bad,0,15,15,15,45,Very Low,Moderate,Good
MS,M,18,rural,Greater than 3,living together,middle education,primary education,other,other,other,mother,15 to 30 min to 1 hour0 min,<2 to 5 hours hours,0,no,no,no,yes,no,yes,yes,yes,4,4,3,1,3,Excellent,5,7,6,7,20,Very Low,Moderate,Good
MS,F,18,rural,Greater than 3,living together,middle education,middle education,at_home,other,other,mother,15 to 30 min to 1 hour0 min,5 to 10 hours,0,no,no,yes,no,yes,yes,no,no,5,3,3,1,3,Good,2,10,9,10,29,Very Low,Moderate,Excellent
GP,F,18,rural,Greater than 3,living together,middle education,primary education,other,other,reputation,mother,15 to 30 min to 1 hour0 min,2 to 5 hours,0,no,yes,no,no,yes,no,yes,yes,4,3,5,1,2,Average,0,6,0,0,6,Very Low,Very High,Good
GP,F,19,urban,Greater than 3,living together,middle education,primary education,at_home,other,other,other,30 min to 1 hour,2 to 5 hours,0,no,yes,no,no,yes,no,yes,yes,3,4,1,1,1,Bad,20,14,12,13,39,Very Low,Very Low,Average
GP,F,16,urban,Less than 3,living together,middle education,middle education,other,other,near to home,mother,15 to 30 min to 1 hour0 min,2 to 5 hours,1,no,yes,no,yes,no,yes,yes,yes,3,3,3,1,2,Average,25,7,10,11,28,Very Low,Moderate,Average
GP,M,17,urban,Greater than 3,living together,middle education,primary education,other,other,near to home,mother,15 to 30 min to 1 hour0 min,<2 to 5 hours hours,3,yes,yes,no,yes,yes,no,yes,no,4,5,1,1,1,Average,2,8,8,10,26,Very Low,Very Low,Good
GP,M,16,urban,Greater than 3,living together,middle education,middle education,services,other,reputation,father,15 to 30 min to 1 hour0 min,2 to 5 hours,1,no,no,yes,yes,no,yes,yes,no,4,4,2,1,1,Average,12,11,10,10,31,Very Low,Low,Good
GP,F,15,rural,Greater than 3,living together,primary education,primary education,at_home,other,near to home,mother,15 to 30 min to 1 hour0 min,>10 hours,1,yes,yes,yes,yes,yes,yes,yes,no,3,1,2,1,1,Very bad,2,7,10,10,27,Very Low,Low,Average
GP,F,16,rural,Greater than 3,living together,secondary education,secondary education,services,other,reputation,father,less than 15 min,5 to 10 hours,1,yes,yes,no,yes,yes,yes,yes,no,4,1,2,1,1,Bad,0,7,10,10,27,Very Low,Low,Good
GP,F,16,urban,Greater than 3,living together,middle education,middle education,at_home,other,near to home,mother,less than 15 min,2 to 5 hours,1,yes,no,no,yes,yes,yes,yes,no,3,1,2,1,1,Excellent,6,10,13,13,36,Very Low,Low,Average
GP,M,17,rural,Greater than 3,living together,primary education,secondary education,other,other,course,father,30 min to 1 hour,2 to 5 hours,1,no,yes,no,yes,yes,yes,yes,no,5,2,4,1,4,Excellent,20,9,7,8,24,Very Low,High,Excellent
GP,F,19,urban,Greater than 3,living together,none,primary education,at_home,other,course,other,less than 15 min,2 to 5 hours,3,no,yes,no,no,no,no,no,no,3,4,2,1,1,Excellent,2,7,8,9,24,Very Low,Low,Average
GP,M,18,rural,Greater than 3,living together,middle education,middle education,services,other,reputation,mother,less than 15 min,<2 to 5 hours hours,2,no,yes,no,yes,yes,yes,yes,no,3,3,3,1,2,Good,0,7,4,0,11,Very Low,Moderate,Average
GP,F,16,urban,Greater than 3,apart,secondary education,secondary education,other,other,course,other,15 to 30 min to 1 hour0 min,<2 to 5 hours hours,2,no,yes,no,yes,no,yes,yes,yes,4,3,2,1,1,Excellent,0,4,0,0,4,Very Low,Low,Good
GP,M,16,urban,Less than 3,living together,primary education,primary education,services,other,course,mother,less than 15 min,2 to 5 hours,1,no,no,no,no,yes,yes,no,yes,4,4,4,1,3,Excellent,0,14,12,12,38,Very Low,High,Good
GP,M,17,urban,Greater than 3,living together,middle education,primary education,other,other,near to home,mother,less than 15 min,<2 to 5 hours hours,3,no,yes,no,no,yes,yes,yes,no,5,4,5,1,2,Excellent,0,5,0,0,5,Very Low,Very High,Excellent
GP,F,18,rural,Greater than 3,living together,primary education,primary education,at_home,other,course,mother,30 min to 1 hour,<2 to 5 hours hours,3,no,yes,no,yes,no,yes,no,no,5,2,5,1,5,Good,6,9,8,10,27,Very Low,Very High,Excellent
GP,M,15,rural,Greater than 3,living together,secondary education,middle education,other,other,course,mother,15 to 30 min to 1 hour0 min,2 to 5 hours,2,yes,yes,no,no,yes,yes,yes,yes,4,4,4,1,4,Average,6,5,9,7,21,Very Low,High,Good
GP,F,17,urban,Greater than 3,living together,primary education,primary education,at_home,other,reputation,mother,less than 15 min,5 to 10 hours,1,no,yes,no,yes,yes,yes,no,yes,4,3,4,1,1,Excellent,0,6,5,0,11,Very Low,High,Good
GP,F,18,rural,Greater than 3,living together,secondary education,primary education,other,other,reputation,mother,less than 15 min,2 to 5 hours,1,no,no,no,yes,yes,yes,yes,yes,5,3,3,1,1,Good,16,9,8,7,24,Very Low,Moderate,Excellent
GP,M,17,urban,Less than 3,living together,primary education,primary education,health,other,course,mother,15 to 30 min to 1 hour0 min,<2 to 5 hours hours,1,no,yes,no,yes,yes,yes,yes,no,4,4,4,1,2,Excellent,2,7,9,8,24,Very Low,High,Good
GP,M,19,urban,Greater than 3,living together,secondary education,secondary education,other,other,near to home,other,less than 15 min,2 to 5 hours,1,no,yes,no,yes,yes,yes,yes,yes,4,4,4,1,1,Average,20,15,14,13,42,Very Low,High,Good
GP,F,19,urban,Less than 3,living together,primary education,primary education,at_home,other,reputation,other,less than 15 min,2 to 5 hours,1,yes,yes,no,yes,no,yes,yes,no,4,4,3,1,3,Average,18,12,10,10,32,Very Low,Moderate,Good
GP,F,19,urban,Less than 3,living together,secondary education,middle education,services,other,reputation,other,15 to 30 min to 1 hour0 min,2 to 5 hours,1,no,yes,yes,no,no,yes,yes,yes,4,2,2,1,2,Very bad,22,13,10,11,34,Very Low,Low,Good
GP,F,19,rural,Greater than 3,living together,middle education,secondary education,other,other,reputation,other,less than 15 min,5 to 10 hours,1,no,no,no,no,yes,yes,yes,yes,4,1,2,1,1,Average,40,13,11,11,35,Very Low,Low,Good
MS,F,20,urban,Greater than 3,living together,higher education,middle education,health,other,course,other,15 to 30 min to 1 hour0 min,5 to 10 hours,2,no,yes,yes,no,no,yes,yes,yes,5,4,3,1,1,Average,4,15,14,15,44,Very Low,Moderate,Excellent
MS,F,19,rural,Greater than 3,living together,middle education,secondary education,services,other,course,mother,less than 15 min,5 to 10 hours,1,no,no,no,yes,no,yes,yes,no,5,4,2,1,2,Excellent,0,7,5,0,12,Very Low,Low,Excellent
MS,F,18,urban,Greater than 3,living together,primary education,primary education,other,other,course,mother,15 to 30 min to 1 hour0 min,2 to 5 hours,1,no,no,no,yes,yes,yes,no,no,1,1,1,1,1,Excellent,0,6,5,0,11,Very Low,Very Low,Very Bad
GP,F,15,urban,Greater than 3,living together,higher education,higher education,teacher,health,reputation,mother,less than 15 min,2 to 5 hours,0,no,yes,yes,no,yes,yes,yes,no,3,3,3,1,2,Bad,0,10,8,9,27,Very Low,Moderate,Average
GP,M,15,urban,Less than 3,living together,higher education,higher education,health,services,course,father,less than 15 min,<2 to 5 hours hours,0,no,yes,yes,yes,yes,yes,yes,no,4,3,3,1,3,Excellent,2,14,14,14,42,Very Low,Moderate,Good
GP,F,16,urban,Greater than 3,living together,higher education,higher education,services,services,reputation,mother,less than 15 min,5 to 10 hours,0,no,yes,yes,yes,yes,yes,yes,no,3,2,3,1,2,Bad,6,13,14,14,41,Very Low,Moderate,Average
GP,F,16,urban,Greater than 3,living together,middle education,middle education,services,services,near to home,mother,less than 15 min,<2 to 5 hours hours,2,no,yes,yes,no,no,yes,yes,no,1,2,2,1,3,Excellent,14,6,9,8,23,Very Low,Low,Very Bad
GP,F,16,urban,Less than 3,apart,secondary education,secondary education,other,services,near to home,mother,less than 15 min,2 to 5 hours,0,no,yes,no,no,yes,yes,yes,no,2,3,5,1,4,Average,12,11,12,11,34,Very Low,Very High,Bad
GP,F,16,urban,Less than 3,living together,higher education,secondary education,teacher,services,course,mother,30 min to 1 hour,2 to 5 hours,0,no,yes,no,yes,yes,yes,yes,no,5,4,3,1,2,Very bad,2,16,15,15,46,Very Low,Moderate,Excellent
GP,F,15,rural,Less than 3,living together,middle education,middle education,health,services,reputation,mother,15 to 30 min to 1 hour0 min,2 to 5 hours,0,yes,yes,yes,no,yes,yes,yes,no,4,1,3,1,3,Good,2,8,9,8,25,Very Low,Moderate,Good
GP,M,15,urban,Greater than 3,living together,middle education,secondary education,other,services,course,father,less than 15 min,<2 to 5 hours hours,0,yes,yes,yes,yes,no,yes,yes,yes,3,2,2,1,3,Average,2,10,12,12,34,Very Low,Low,Average
GP,M,15,urban,Less than 3,living together,middle education,middle education,services,services,near to home,mother,15 to 30 min to 1 hour0 min,2 to 5 hours,0,no,no,yes,yes,yes,yes,yes,no,5,3,3,1,3,Good,4,15,15,15,45,Very Low,Moderate,Excellent
GP,M,16,urban,Greater than 3,living together,higher education,higher education,teacher,teacher,course,father,less than 15 min,2 to 5 hours,0,no,yes,no,yes,yes,yes,yes,no,5,4,4,1,2,Excellent,2,15,15,16,46,Very Low,High,Excellent
GP,F,15,urban,Greater than 3,living together,primary education,middle education,at_home,services,course,mother,less than 15 min,2 to 5 hours,0,no,no,no,no,no,yes,yes,no,3,2,3,1,2,Very bad,2,16,15,15,46,Very Low,Moderate,Average
GP,M,15,urban,Greater than 3,living together,middle education,middle education,services,services,near to home,father,less than 15 min,>10 hours,0,no,yes,yes,yes,yes,yes,yes,no,5,5,4,1,2,Excellent,6,16,14,15,45,Very Low,High,Excellent
GP,F,16,urban,Less than 3,living together,middle education,higher education,other,health,course,father,15 to 30 min to 1 hour0 min,2 to 5 hours,0,no,yes,yes,yes,yes,yes,yes,yes,4,2,2,1,2,Excellent,2,13,13,13,39,Very Low,Low,Good
GP,F,15,urban,Greater than 3,living together,primary education,primary education,other,services,course,father,less than 15 min,2 to 5 hours,0,no,yes,yes,no,yes,yes,yes,no,4,4,2,1,2,Excellent,0,8,11,11,30,Very Low,Low,Good
GP,M,17,urban,Greater than 3,living together,primary education,secondary education,at_home,services,course,father,less than 15 min,<2 to 5 hours hours,0,no,no,no,no,yes,no,yes,no,5,3,3,1,4,Bad,2,10,10,10,30,Very Low,Moderate,Excellent
GP,M,17,rural,Less than 3,living together,primary education,primary education,other,services,course,mother,greather than 1 hour,2 to 5 hours,3,no,no,no,yes,yes,no,no,yes,5,3,5,1,5,Excellent,0,5,8,7,20,Very Low,Very High,Excellent
GP,M,16,urban,Greater than 3,living together,primary education,middle education,services,services,other,mother,less than 15 min,<2 to 5 hours hours,0,no,yes,yes,yes,yes,yes,yes,yes,3,3,3,1,2,Average,2,11,12,11,34,Very Low,Moderate,Average
GP,M,17,urban,Greater than 3,living together,higher education,higher education,services,teacher,near to home,mother,less than 15 min,<2 to 5 hours hours,0,no,no,no,no,yes,yes,yes,no,5,2,3,1,2,Excellent,4,17,15,16,48,Very Low,Moderate,Excellent
GP,F,16,urban,Less than 3,living together,higher education,higher education,teacher,teacher,reputation,mother,less than 15 min,2 to 5 hours,0,no,yes,yes,no,yes,yes,yes,no,4,5,2,1,2,Average,0,9,9,10,28,Very Low,Low,Good
GP,F,17,rural,Greater than 3,living together,middle education,primary education,at_home,services,reputation,mother,15 to 30 min to 1 hour0 min,2 to 5 hours,0,no,yes,no,yes,yes,yes,yes,no,4,2,5,1,2,Excellent,2,6,6,6,18,Very Low,Very High,Good
GP,M,17,urban,Less than 3,living together,middle education,secondary education,services,services,reputation,father,less than 15 min,2 to 5 hours,0,no,yes,yes,no,no,yes,yes,no,5,3,3,1,3,Average,2,12,11,12,35,Very Low,Moderate,Excellent
GP,M,17,urban,Greater than 3,living together,higher education,higher education,teacher,teacher,reputation,mother,less than 15 min,2 to 5 hours,0,yes,yes,no,yes,yes,yes,yes,yes,4,5,5,1,3,Bad,14,11,9,9,29,Very Low,Very High,Good
GP,M,16,urban,Greater than 3,living together,higher education,higher education,services,services,course,mother,less than 15 min,<2 to 5 hours hours,0,no,no,no,yes,yes,yes,yes,no,5,3,2,1,2,Excellent,0,13,12,12,37,Very Low,Low,Excellent
GP,M,18,rural,Less than 3,living together,secondary education,secondary education,other,services,course,mother,less than 15 min,2 to 5 hours,1,no,yes,no,no,yes,yes,yes,yes,4,3,3,1,3,Excellent,8,3,5,5,13,Very Low,Moderate,Good
GP,F,18,urban,Greater than 3,living together,middle education,secondary education,other,services,reputation,father,less than 15 min,>10 hours,0,no,yes,yes,yes,yes,yes,yes,yes,4,5,5,1,3,Bad,4,15,14,14,43,Very Low,Very High,Good
GP,M,18,urban,Greater than 3,living together,higher education,higher education,teacher,services,near to home,mother,15 to 30 min to 1 hour0 min,<2 to 5 hours hours,0,no,no,yes,yes,yes,yes,yes,no,3,2,4,1,4,Average,22,9,9,9,27,Very Low,High,Average
GP,M,18,urban,Less than 3,living together,higher education,secondary education,teacher,services,course,mother,15 to 30 min to 1 hour0 min,<2 to 5 hours hours,0,no,no,yes,yes,yes,yes,yes,no,4,2,3,1,2,Very bad,8,10,11,10,31,Very Low,Moderate,Good
GP,F,18,urban,Greater than 3,living together,middle education,middle education,at_home,at_home,other,mother,less than 15 min,5 to 10 hours,0,no,yes,yes,no,yes,yes,yes,no,4,3,3,1,2,Bad,5,18,18,19,55,Very Low,Moderate,Good
GP,M,18,urban,Greater than 3,living together,middle education,primary education,services,services,reputation,mother,less than 15 min,5 to 10 hours,0,no,no,yes,yes,yes,yes,yes,no,4,2,4,1,3,Bad,6,15,14,14,43,Very Low,High,Good
GP,F,17,urban,Greater than 3,living together,higher education,secondary education,health,services,reputation,mother,less than 15 min,5 to 10 hours,0,no,yes,yes,no,yes,yes,yes,no,4,2,2,1,2,Average,0,15,15,15,45,Very Low,Low,Good
GP,F,17,urban,Greater than 3,living together,secondary education,middle education,health,health,reputation,father,less than 15 min,>10 hours,0,no,yes,yes,yes,no,yes,yes,no,5,2,2,1,2,Excellent,0,17,17,18,52,Very Low,Low,Excellent
GP,M,19,rural,Greater than 3,living together,secondary education,secondary education,other,services,reputation,father,less than 15 min,2 to 5 hours,1,no,no,no,yes,yes,yes,no,yes,4,5,3,1,2,Excellent,0,15,12,12,39,Very Low,Moderate,Good
GP,F,17,urban,Greater than 3,apart,higher education,secondary education,services,services,course,mother,less than 15 min,2 to 5 hours,0,no,yes,yes,no,yes,yes,yes,yes,5,2,2,1,2,Excellent,23,13,13,13,39,Very Low,Low,Excellent
GP,F,17,urban,Greater than 3,living together,higher education,higher education,teacher,services,course,mother,less than 15 min,5 to 10 hours,0,no,yes,yes,yes,yes,yes,yes,no,5,4,4,1,3,Good,7,10,9,9,28,Very Low,High,Excellent
GP,F,17,urban,Greater than 3,living together,higher education,higher education,teacher,teacher,course,mother,15 to 30 min to 1 hour0 min,5 to 10 hours,0,no,yes,yes,no,no,yes,yes,yes,4,3,3,1,2,Good,4,14,14,14,42,Very Low,Moderate,Good
GP,F,19,rural,Greater than 3,apart,secondary education,primary education,services,at_home,near to home,other,less than 15 min,5 to 10 hours,1,no,no,yes,no,yes,yes,no,no,5,4,3,1,2,Excellent,12,14,13,13,40,Very Low,Moderate,Excellent
GP,F,19,urban,Greater than 3,living together,middle education,primary education,services,services,near to home,other,less than 15 min,5 to 10 hours,1,no,no,yes,yes,yes,yes,yes,yes,4,3,4,1,3,Average,4,11,12,11,34,Very Low,High,Good
GP,F,17,urban,Greater than 3,apart,middle education,middle education,at_home,at_home,near to home,father,less than 15 min,2 to 5 hours,1,no,yes,no,no,yes,yes,yes,yes,3,3,1,1,2,Good,0,9,8,0,17,Very Low,Very Low,Average
GP,M,18,rural,Greater than 3,living together,higher education,secondary education,teacher,services,course,mother,less than 15 min,5 to 10 hours,0,no,no,no,no,yes,yes,yes,yes,5,3,2,1,2,Good,9,16,15,16,47,Very Low,Low,Excellent
MS,F,17,rural,Greater than 3,living together,higher education,higher education,teacher,services,other,father,15 to 30 min to 1 hour0 min,2 to 5 hours,0,no,yes,yes,yes,yes,yes,yes,no,4,3,3,1,2,Excellent,4,12,13,13,38,Very Low,Moderate,Good
MS,M,18,urban,Less than 3,living together,primary education,primary education,other,services,near to home,father,15 to 30 min to 1 hour0 min,<2 to 5 hours hours,0,no,no,no,no,no,yes,yes,yes,3,3,2,1,2,Average,4,10,10,10,30,Very Low,Low,Average
MS,F,18,urban,Greater than 3,living together,secondary education,secondary education,services,services,other,mother,15 to 30 min to 1 hour0 min,2 to 5 hours,0,no,yes,no,no,yes,yes,yes,yes,4,3,2,1,3,Average,0,11,11,10,32,Very Low,Low,Good
MS,F,17,rural,Greater than 3,living together,primary education,middle education,other,services,course,father,15 to 30 min to 1 hour0 min,2 to 5 hours,0,no,no,no,no,no,yes,no,no,3,2,2,1,2,Average,0,12,11,12,35,Very Low,Low,Average
MS,F,17,rural,Greater than 3,living together,primary education,primary education,other,services,reputation,mother,30 min to 1 hour,<2 to 5 hours hours,1,no,yes,yes,no,yes,yes,yes,yes,5,2,1,1,2,Very bad,0,7,6,0,13,Very Low,Very Low,Excellent
MS,F,18,urban,Greater than 3,living together,middle education,secondary education,at_home,services,course,father,15 to 30 min to 1 hour0 min,<2 to 5 hours hours,0,no,yes,yes,no,yes,yes,yes,yes,5,2,3,1,2,Good,0,11,10,10,31,Very Low,Moderate,Excellent
MS,M,18,urban,Greater than 3,living together,higher education,higher education,teacher,teacher,near to home,father,less than 15 min,2 to 5 hours,0,no,no,yes,yes,no,yes,yes,no,3,2,4,1,4,Bad,4,15,14,14,43,Very Low,High,Average
MS,M,19,rural,Greater than 3,living together,primary education,primary education,other,services,other,mother,15 to 30 min to 1 hour0 min,<2 to 5 hours hours,1,no,no,no,no,yes,yes,no,no,4,3,2,1,3,Excellent,0,6,5,0,11,Very Low,Low,Good
GP,M,19,urban,Greater than 3,living together,secondary education,middle education,services,at_home,near to home,mother,less than 15 min,<2 to 5 hours hours,3,no,yes,no,no,yes,no,yes,yes,4,5,4,1,1,Good,0,5,0,0,5,Very Low,High,Good
GP,M,16,urban,Greater than 3,living together,secondary education,middle education,services,services,course,mother,15 to 30 min to 1 hour0 min,<2 to 5 hours hours,1,no,yes,no,yes,no,no,no,no,4,5,2,1,1,Bad,16,12,11,12,35,Very Low,Low,Good
GP,F,18,rural,Greater than 3,apart,secondary education,middle education,other,services,near to home,mother,15 to 30 min to 1 hour0 min,2 to 5 hours,0,no,no,no,no,no,no,yes,yes,4,1,1,1,1,Excellent,75,10,9,9,28,Very Low,Very Low,Good
GP,F,18,urban,Greater than 3,apart,higher education,higher education,at_home,teacher,course,mother,15 to 30 min to 1 hour0 min,2 to 5 hours,0,yes,no,no,no,yes,yes,no,no,4,3,4,1,1,Average,6,5,6,6,17,Very Low,High,Good
GP,F,15,urban,Greater than 3,living together,higher education,middle education,health,services,near to home,mother,less than 15 min,5 to 10 hours,0,no,yes,yes,yes,yes,yes,yes,yes,3,2,2,1,1,Excellent,2,15,14,15,44,Very Low,Low,Average
GP,F,17,urban,Greater than 3,apart,higher education,higher education,other,teacher,near to home,mother,15 to 30 min to 1 hour0 min,2 to 5 hours,0,yes,yes,no,no,yes,yes,no,no,4,1,4,1,1,Very bad,6,6,5,6,17,Very Low,High,Good
GP,M,15,urban,Greater than 3,living together,higher education,higher education,health,health,other,father,less than 15 min,<2 to 5 hours hours,0,no,yes,yes,no,yes,yes,yes,no,5,4,2,1,1,Excellent,0,12,15,15,42,Very Low,Low,Excellent
GP,F,15,rural,Greater than 3,living together,middle education,higher education,services,health,course,mother,less than 15 min,5 to 10 hours,0,yes,yes,yes,yes,yes,yes,yes,no,4,3,2,1,1,Excellent,2,10,9,8,27,Very Low,Low,Good
GP,M,15,urban,Greater than 3,living together,higher education,higher education,services,services,reputation,mother,15 to 30 min to 1 hour0 min,2 to 5 hours,0,no,yes,no,yes,yes,yes,yes,no,4,3,1,1,1,Excellent,0,17,16,17,50,Very Low,Very Low,Good
GP,M,15,rural,Greater than 3,living together,higher education,secondary education,teacher,at_home,course,mother,less than 15 min,2 to 5 hours,0,no,yes,no,yes,yes,yes,yes,yes,4,5,2,1,1,Excellent,0,17,16,16,49,Very Low,Low,Good
GP,M,15,urban,Less than 3,living together,higher education,secondary education,teacher,services,near to home,mother,less than 15 min,5 to 10 hours,0,no,yes,no,yes,yes,yes,yes,no,5,4,3,1,1,Good,2,15,16,18,49,Very Low,Moderate,Excellent
GP,M,16,rural,Greater than 3,apart,higher education,higher education,other,teacher,reputation,mother,15 to 30 min to 1 hour0 min,5 to 10 hours,0,no,yes,no,yes,yes,yes,yes,yes,2,4,3,1,1,Excellent,7,15,16,15,46,Very Low,Moderate,Bad
GP,F,15,rural,Greater than 3,living together,secondary education,higher education,services,health,course,mother,less than 15 min,5 to 10 hours,0,yes,yes,yes,yes,yes,yes,yes,no,4,3,2,1,1,Excellent,2,12,12,11,35,Very Low,Low,Good
GP,M,15,urban,Greater than 3,living together,higher education,higher education,services,teacher,course,father,less than 15 min,2 to 5 hours,0,no,yes,no,yes,yes,yes,yes,no,4,3,3,1,1,Excellent,2,19,18,18,55,Very Low,Moderate,Good
GP,M,15,urban,Greater than 3,living together,middle education,middle education,services,services,course,father,less than 15 min,<2 to 5 hours hours,0,yes,yes,no,no,yes,yes,yes,no,5,4,1,1,1,Very bad,0,8,8,11,27,Very Low,Very Low,Excellent
GP,M,16,urban,Greater than 3,living together,higher education,secondary education,health,services,reputation,mother,less than 15 min,>10 hours,0,no,no,no,yes,yes,yes,yes,no,4,2,2,1,1,Bad,4,19,19,20,58,Very Low,Low,Good
GP,F,15,urban,Greater than 3,living together,higher education,higher education,services,teacher,other,father,less than 15 min,2 to 5 hours,1,yes,yes,no,yes,no,yes,yes,no,4,4,4,1,1,Average,2,7,7,7,21,Very Low,High,Good
GP,F,15,urban,Greater than 3,apart,higher education,secondary education,services,services,reputation,mother,less than 15 min,2 to 5 hours,0,no,yes,yes,yes,yes,yes,yes,no,4,3,2,1,1,Very bad,0,14,15,15,44,Very Low,Low,Good
GP,M,15,urban,Greater than 3,living together,higher education,higher education,teacher,health,reputation,mother,less than 15 min,2 to 5 hours,0,no,yes,no,yes,yes,yes,no,no,3,2,2,1,1,Excellent,4,14,15,15,44,Very Low,Low,Average
GP,M,15,urban,Less than 3,living together,primary education,middle education,other,at_home,near to home,father,less than 15 min,2 to 5 hours,0,yes,yes,no,yes,yes,yes,yes,no,4,3,2,1,1,Excellent,2,9,10,9,28,Very Low,Low,Good
GP,F,16,urban,Less than 3,living together,primary education,middle education,other,services,reputation,father,less than 15 min,2 to 5 hours,0,yes,no,no,yes,yes,yes,yes,no,4,4,3,1,1,Very bad,4,8,10,9,27,Very Low,Moderate,Good
GP,F,16,urban,Greater than 3,living together,higher education,middle education,teacher,services,near to home,mother,15 to 30 min to 1 hour0 min,2 to 5 hours,0,no,yes,yes,yes,yes,yes,yes,no,5,3,3,1,1,Very bad,0,11,10,10,31,Very Low,Moderate,Excellent
GP,M,15,urban,Less than 3,living together,middle education,middle education,services,health,reputation,mother,less than 15 min,>10 hours,0,no,yes,no,yes,yes,yes,yes,no,4,3,4,1,1,Good,6,11,13,14,38,Very Low,High,Good
GP,F,16,urban,Greater than 3,living together,higher education,secondary education,other,at_home,course,mother,less than 15 min,5 to 10 hours,0,yes,yes,yes,no,yes,yes,yes,no,5,3,5,1,1,Average,0,7,9,8,24,Very Low,Very High,Excellent
GP,M,16,urban,Greater than 3,living together,higher education,higher education,services,teacher,other,father,less than 15 min,5 to 10 hours,0,no,yes,no,yes,yes,yes,yes,yes,4,4,3,1,1,Good,0,16,17,17,50,Very Low,Moderate,Good
GP,F,15,urban,Greater than 3,apart,secondary education,secondary education,other,health,reputation,father,less than 15 min,>10 hours,0,yes,no,no,no,yes,yes,no,no,4,3,3,1,1,Good,10,10,11,11,32,Very Low,Moderate,Good
GP,F,16,urban,Less than 3,living together,higher education,higher education,health,health,other,mother,less than 15 min,5 to 10 hours,0,no,yes,yes,yes,yes,yes,yes,yes,5,4,5,1,1,Good,4,14,15,16,45,Very Low,Very High,Excellent
GP,M,15,urban,Less than 3,apart,higher education,higher education,teacher,teacher,course,mother,less than 15 min,<2 to 5 hours hours,0,no,no,no,yes,yes,yes,yes,no,5,5,3,1,1,Good,6,18,19,19,56,Very Low,Moderate,Excellent
